Order ID,Order Date,Region,Category,Sub-Category,Customer Name,Quantity,Discount,Sales,Profit
ORD-1297,2023-03-05,West,Technology,Machines,Customer_144,6,0.4,1617.95,-206.79
ORD-1298,2024-06-22,South,Office Supplies,Paper,Customer_118,9,0.2,2427.12,-141.51
ORD-1299,2024-07-13,North,Technology,Accessories,Customer_124,4,0.1,375.19,-6.66
ORD-1300,2023-10-13,North,Furniture,Bookcases,Customer_74,12,0.1,1002.02,53.69
ORD-1301,2024-12-07,South,Office Supplies,Art,Customer_90,9,0.15,740.06,-32.11
ORD-1302,2023-10-22,East,Technology,Copiers,Customer_102,6,0.0,414.66,78.05
ORD-1303,2023-10-25,East,Office Supplies,Binders,Customer_89,8,0.15,755.48,29.68
ORD-1304,2024-05-05,West,Furniture,Bookcases,Customer_144,12,0.15,2618.03,358.98
ORD-1305,2023-05-21,East,Technology,Machines,Customer_63,1,0.1,26.33,5.52
ORD-1306,2024-10-15,West,Furniture,Chairs,Customer_106,6,0.4,1143.61,-280.72
ORD-1307,2023-04-13,West,Furniture,Tables,Customer_105,11,0.4,2891.13,18.1
ORD-1308,2024-05-03,West,Office Supplies,Storage,Customer_74,11,0.0,439.23,58.45
ORD-1309,2023-04-02,West,Technology,Phones,Customer_45,7,0.0,2835.28,778.22
ORD-1310,2023-02-07,South,Office Supplies,Paper,Customer_75,1,0.0,100.42,11.33
ORD-1311,2023-11-02,East,Office Supplies,Storage,Customer_117,11,0.4,1264.1,-157.56
ORD-1312,2023-05-18,South,Office Supplies,Paper,Customer_29,6,0.0,1877.64,301.69
ORD-1313,2024-04-14,North,Technology,Machines,Customer_4,12,0.2,2271.74,259.53
ORD-1314,2023-10-30,Unknown,Furniture,Furnishings,Customer_110,9,0.2,201.38,-6.9
ORD-1315,2023-03-30,South,Technology,Phones,Customer_48,3,0.4,647.17,-0.93
ORD-1316,2023-11-28,West,Furniture,Bookcases,Customer_99,4,0.4,625.73,-69.06
ORD-1317,2023-10-01,North,Office Supplies,Binders,Customer_67,11,0.2,550.09,13.33
ORD-1318,2024-12-10,West,Furniture,Chairs,Customer_120,5,0.0,1354.9,166.3
ORD-1319,2024-02-20,North,Technology,Phones,Customer_76,6,0.1,766.42,63.75
ORD-1320,2023-08-13,West,Office Supplies,Paper,Customer_117,12,0.2,190.37,-2.55
ORD-1321,2024-03-01,South,Technology,Machines,Customer_64,11,0.0,1249.71,185.27
ORD-1322,2024-06-22,South,Technology,Accessories,Customer_20,10,0.0,686.8,217.82
ORD-1323,2023-03-05,West,Technology,Machines,Customer_43,6,0.4,1083.1,-71.78
ORD-1324,2023-04-30,West,Technology,Copiers,Customer_24,9,0.4,2142.13,-258.06
ORD-1325,2023-02-26,South,Furniture,Furnishings,Customer_117,10,0.0,525.9,111.03
ORD-1326,2024-07-26,South,Technology,Accessories,Customer_6,7,0.15,1770.42,271.99
ORD-1327,2023-01-04,West,Technology,Phones,Customer_12,7,0.2,1240.46,-88.97
ORD-1328,2024-12-18,East,Technology,Phones,Customer_18,8,0.0,1192.4,189.5
ORD-1329,2023-10-21,South,Furniture,Tables,Customer_108,6,0.3,1371.3,137.75
ORD-1330,2024-04-04,South,Office Supplies,Binders,Customer_139,3,0.2,442.78,82.34
ORD-1331,2023-05-02,West,Technology,Copiers,Customer_136,3,0.1,828.44,34.11
ORD-1332,2023-01-04,East,Office Supplies,Art,Customer_140,7,0.3,293.36,-42.29
ORD-1333,2023-08-24,West,Office Supplies,Storage,Customer_40,5,0.1,587.34,10.69
ORD-1334,2023-04-26,East,Technology,Copiers,Customer_5,4,0.1,365.11,20.27
ORD-1335,2023-03-10,East,Technology,Phones,Customer_115,10,0.0,949.5,302.92
ORD-1336,2023-09-08,East,Office Supplies,Art,Customer_60,9,0.1,399.41,50.87
ORD-1337,2023-02-27,West,Technology,Accessories,Customer_60,12,0.2,2026.46,374.31
ORD-1338,2024-08-14,North,Furniture,Bookcases,Customer_37,11,0.1,642.51,57.41
ORD-1339,2024-02-28,North,Office Supplies,Binders,Customer_143,10,0.0,4850.4,1501.94
ORD-1340,2024-10-03,South,Technology,Copiers,Customer_13,6,0.3,1723.55,-194.12
ORD-1341,2024-06-21,North,Technology,Copiers,Customer_105,3,0.15,239.01,31.21
ORD-1342,2024-01-21,West,Technology,Copiers,Customer_62,4,0.15,1582.33,153.53
ORD-1343,2024-12-25,West,Office Supplies,Binders,Customer_144,7,0.3,1421.44,-150.68
ORD-1344,2024-07-24,West,Office Supplies,Paper,Customer_66,4,0.2,1238.56,-66.74
ORD-1345,2024-10-24,East,Office Supplies,Storage,Customer_24,9,0.1,1365.66,133.33
ORD-1346,2023-02-22,North,Office Supplies,Binders,Customer_19,4,0.1,931.43,39.79
ORD-1347,2024-05-05,West,Office Supplies,Storage,Customer_4,4,0.1,238.57,36.55
ORD-1348,2023-05-01,Unknown,Furniture,Tables,Customer_102,4,0.2,484.58,31.19
ORD-1349,2023-10-17,South,Office Supplies,Storage,Customer_79,5,0.2,342.56,11.76
ORD-1350,2024-06-09,South,Office Supplies,Binders,Customer_121,6,0.1,1463.24,-21.15
ORD-1351,2024-01-15,North,Office Supplies,Binders,Customer_145,4,0.0,699.76,63.21
ORD-1352,2023-01-17,Unknown,Technology,Copiers,Customer_76,3,0.1,110.83,29.59
ORD-1353,2023-12-04,West,Office Supplies,Paper,Customer_128,9,0.2,1209.24,160.78
ORD-1354,2023-09-21,South,Technology,Copiers,Customer_118,3,0.2,323.45,30.55
ORD-1355,2023-06-23,West,Technology,Copiers,Customer_48,9,0.0,3442.59,787.29
ORD-1356,2024-06-20,East,Furniture,Chairs,Customer_2,7,0.0,1687.49,292.87
ORD-1357,2024-10-07,West,Furniture,Tables,Customer_3,4,0.4,434.28,3.85
ORD-1358,2024-01-18,East,Technology,Copiers,Customer_125,1,0.0,417.0,141.57
ORD-1359,2024-06-28,South,Furniture,Chairs,Customer_136,12,0.15,723.28,107.96
ORD-1360,2024-07-02,North,Furniture,Furnishings,Customer_46,2,0.0,939.58,98.06
ORD-1361,2024-06-20,West,Furniture,Tables,Customer_135,5,0.2,170.32,19.13
ORD-1362,2023-10-01,South,Furniture,Bookcases,Customer_104,8,0.1,2098.73,467.07
ORD-1363,2024-12-14,West,Office Supplies,Binders,Customer_9,2,0.3,109.89,5.34
ORD-1364,2024-01-24,South,Technology,Copiers,Customer_15,11,0.0,1196.8,118.6
ORD-1365,2024-12-20,West,Furniture,Furnishings,Customer_112,11,0.2,796.31,107.0
ORD-1366,2024-08-02,East,Technology,Phones,Customer_59,4,0.4,806.28,-91.17
ORD-1367,2023-10-05,East,Furniture,Bookcases,Customer_140,10,0.0,1858.3,581.95
ORD-1368,2023-07-03,North,Furniture,Tables,Customer_37,12,0.3,1699.32,93.43
ORD-1369,2023-03-20,North,Furniture,Tables,Customer_146,7,0.2,1261.01,3.89
ORD-1370,2024-01-29,West,Technology,Phones,Customer_129,12,0.2,2272.42,-44.51
ORD-1371,2023-02-24,East,Office Supplies,Paper,Customer_20,6,0.3,1580.59,-61.93
ORD-1372,2023-12-01,East,Technology,Accessories,Customer_116,8,0.1,891.22,213.78
ORD-1373,2023-12-31,South,Office Supplies,Paper,Customer_150,11,0.3,1525.45,-41.09
ORD-1374,2023-03-29,North,Furniture,Chairs,Customer_22,5,0.0,2270.85,538.81
ORD-1375,2024-01-25,West,Technology,Copiers,Customer_82,6,0.0,403.68,134.0
ORD-1376,2023-04-04,East,Office Supplies,Art,Customer_93,5,0.0,1587.9,238.93
ORD-1377,2023-05-16,East,Furniture,Furnishings,Customer_115,9,0.3,492.91,23.76
ORD-1378,2023-04-16,East,Furniture,Bookcases,Customer_142,2,0.2,502.14,25.13
ORD-1379,2024-01-30,East,Office Supplies,Art,Customer_100,2,0.1,806.42,166.59
ORD-1380,2024-08-08,West,Technology,Copiers,Customer_44,3,0.15,215.02,5.06
ORD-1381,2023-11-05,North,Office Supplies,Paper,Customer_17,3,0.3,276.7,9.18
ORD-1382,2023-10-10,South,Office Supplies,Art,Customer_20,6,0.15,134.79,13.61
ORD-1383,2023-09-10,South,Technology,Machines,Customer_118,2,0.0,767.2,240.16
ORD-1384,2023-11-08,East,Office Supplies,Storage,Customer_98,6,0.4,639.43,-15.11
ORD-1385,2023-12-09,South,Technology,Machines,Customer_77,6,0.1,346.73,77.65
ORD-1386,2024-05-05,North,Furniture,Furnishings,Customer_82,5,0.4,217.41,-32.79
ORD-1387,2024-08-12,West,Office Supplies,Art,Customer_72,7,0.2,2243.75,-145.9
ORD-1388,2023-04-27,West,Technology,Machines,Customer_141,1,0.4,73.4,-3.91
ORD-1389,2024-12-26,West,Office Supplies,Storage,Customer_18,7,0.4,1523.84,-118.33
ORD-1390,2023-05-23,North,Furniture,Bookcases,Customer_40,12,0.3,2940.25,-79.92
ORD-1391,2024-01-22,East,Office Supplies,Art,Customer_150,7,0.3,653.56,-56.4
ORD-1392,2024-07-10,East,Office Supplies,Binders,Customer_28,4,0.2,316.74,51.48
ORD-1393,2023-06-20,East,Technology,Copiers,Customer_85,7,0.0,2071.02,352.6
ORD-1394,2023-01-11,East,Office Supplies,Paper,Customer_131,12,0.1,2552.9,648.91
ORD-1395,2024-04-01,North,Office Supplies,Art,Customer_129,3,0.2,204.34,13.46
ORD-1396,2023-01-26,South,Furniture,Bookcases,Customer_107,2,0.0,515.78,120.4
ORD-1397,2023-05-26,North,Office Supplies,Storage,Customer_117,4,0.4,45.29,-0.38
ORD-1398,2023-12-23,South,Furniture,Furnishings,Customer_116,6,0.0,2800.44,614.81
ORD-1399,2023-11-04,East,Technology,Phones,Customer_6,6,0.0,2108.16,688.84
ORD-1400,2024-11-24,West,Technology,Machines,Customer_133,3,0.0,1069.65,102.43
ORD-1401,2023-12-05,South,Office Supplies,Paper,Customer_104,11,0.0,3216.18,746.2
ORD-1402,2023-07-10,South,Office Supplies,Binders,Customer_51,8,0.3,1219.79,37.73
ORD-1403,2024-02-03,East,Technology,Machines,Customer_53,5,0.0,2339.2,766.49
ORD-1404,2024-08-14,East,Technology,Machines,Customer_94,6,0.1,1246.91,4.95
ORD-1405,2024-04-13,East,Office Supplies,Art,Customer_136,11,0.2,4334.62,614.08
ORD-1406,2024-09-03,South,Technology,Copiers,Customer_30,6,0.2,341.18,56.72
ORD-1407,2024-04-13,West,Technology,Accessories,Customer_22,11,0.0,4798.75,986.87
ORD-1408,2023-11-17,East,Furniture,Bookcases,Customer_30,3,0.2,719.33,6.98
ORD-1409,2024-12-11,West,Technology,Copiers,Customer_108,10,0.0,368.3,55.45
ORD-1410,2024-08-11,South,Office Supplies,Paper,Customer_125,11,0.0,4437.4,151.33
ORD-1411,2024-07-22,Unknown,Office Supplies,Storage,Customer_36,3,0.2,416.18,3.93
ORD-1412,2024-04-06,East,Office Supplies,Binders,Customer_125,3,0.1,737.96,181.51
ORD-1413,2024-01-29,South,Office Supplies,Art,Customer_107,12,0.4,1293.91,-214.68
ORD-1414,2024-05-15,West,Furniture,Chairs,Customer_57,5,0.0,1856.9,344.76
ORD-1415,2023-10-09,West,Technology,Accessories,Customer_44,8,0.4,576.29,-77.38
ORD-1416,2024-07-16,East,Technology,Phones,Customer_69,9,0.2,568.94,-32.48
ORD-1417,2024-07-09,East,Technology,Copiers,Customer_140,4,0.3,711.76,-45.78
ORD-1418,2023-04-15,West,Office Supplies,Binders,Customer_116,5,0.2,1833.08,-2.35
ORD-1419,2023-03-31,South,Furniture,Tables,Customer_54,12,0.2,2827.1,225.26
ORD-1420,2024-12-28,South,Furniture,Tables,Customer_53,4,0.0,65.68,16.36
ORD-1421,2024-08-06,North,Technology,Accessories,Customer_138,3,0.2,233.38,41.62
ORD-1422,2024-12-21,North,Office Supplies,Storage,Customer_132,11,0.0,911.24,158.91
ORD-1423,2023-05-19,South,Furniture,Bookcases,Customer_33,12,0.0,621.84,217.06
ORD-1424,2023-09-13,West,Technology,Accessories,Customer_64,11,0.3,1971.82,-22.45
ORD-1425,2024-05-16,West,Technology,Accessories,Customer_107,7,0.4,180.05,-8.1
ORD-1426,2023-03-19,East,Office Supplies,Storage,Customer_95,8,0.4,541.68,-0.32
ORD-1427,2023-12-02,East,Technology,Phones,Customer_118,11,0.2,972.58,-51.35
ORD-1428,2023-03-06,South,Furniture,Furnishings,Customer_55,8,0.15,189.79,13.59
ORD-1429,2023-11-27,North,Office Supplies,Paper,Customer_145,8,0.2,1835.33,-165.71
ORD-1430,2024-11-29,East,Furniture,Chairs,Customer_118,1,0.0,390.01,72.54
ORD-1431,2023-06-11,Unknown,Office Supplies,Binders,Customer_110,4,0.0,1067.8,194.58
ORD-1432,2024-10-27,North,Furniture,Bookcases,Customer_24,11,0.2,1816.06,105.14
ORD-1433,2023-09-14,East,Office Supplies,Paper,Customer_14,7,0.15,512.12,-7.9
ORD-1434,2024-12-17,West,Office Supplies,Binders,Customer_25,1,0.1,389.04,98.75
ORD-1435,2024-05-03,East,Furniture,Tables,Customer_133,11,0.4,1273.27,-240.36
ORD-1436,2023-01-10,East,Technology,Accessories,Customer_31,7,0.0,2278.92,393.39
ORD-1437,2024-05-04,East,Furniture,Furnishings,Customer_23,12,0.0,269.28,26.08
ORD-1438,2023-04-16,North,Office Supplies,Storage,Customer_36,7,0.0,2525.81,625.59
ORD-1439,2024-10-18,West,Furniture,Chairs,Customer_43,8,0.2,148.99,-6.47
ORD-1440,2023-08-07,West,Office Supplies,Art,Customer_56,2,0.0,246.46,62.0
ORD-1441,2023-05-24,East,Technology,Copiers,Customer_90,7,0.2,110.1,-8.67
ORD-1442,2023-05-24,West,Office Supplies,Binders,Customer_64,9,0.15,3074.99,-50.54
ORD-1443,2024-12-08,East,Technology,Accessories,Customer_53,9,0.1,2671.79,110.76
ORD-1444,2024-02-06,North,Technology,Phones,Customer_62,8,0.3,328.89,-38.5
ORD-1445,2023-04-26,West,Office Supplies,Binders,Customer_136,1,0.2,291.13,42.71
ORD-1446,2023-11-21,West,Office Supplies,Art,Customer_94,9,0.0,3751.29,634.55
ORD-1447,2024-04-27,East,Furniture,Chairs,Customer_4,5,0.1,1518.12,47.81
ORD-1448,2023-02-10,East,Office Supplies,Storage,Customer_129,7,0.3,752.84,59.4
ORD-1449,2024-12-19,South,Furniture,Tables,Customer_72,2,0.15,27.83,-1.23
ORD-1450,2023-03-22,West,Furniture,Bookcases,Customer_101,10,0.0,1118.6,64.83
ORD-1451,2023-11-14,South,Technology,Machines,Customer_15,4,0.0,395.6,88.98
ORD-1452,2024-03-20,East,Office Supplies,Binders,Customer_80,11,0.0,2381.5,756.84
ORD-1453,2023-05-03,East,Technology,Machines,Customer_3,3,0.4,738.99,-123.75
ORD-1454,2023-12-22,North,Furniture,Bookcases,Customer_33,12,0.15,1398.62,61.41
ORD-1455,2023-05-01,East,Office Supplies,Art,Customer_70,9,0.0,2693.16,351.24
ORD-1456,2023-09-27,East,Office Supplies,Art,Customer_131,6,0.0,1894.98,327.5
ORD-1457,2024-05-26,Unknown,Office Supplies,Paper,Customer_66,2,0.0,561.0,101.45
ORD-1458,2023-08-22,East,Furniture,Chairs,Customer_63,1,0.4,92.57,1.35
ORD-1459,2024-01-08,South,Furniture,Tables,Customer_10,9,0.3,2420.27,-358.12
ORD-1460,2023-08-18,North,Furniture,Furnishings,Customer_82,5,0.0,2177.75,427.34
ORD-1461,2024-08-08,North,Furniture,Chairs,Customer_46,4,0.0,1793.32,519.98
ORD-1462,2024-02-15,East,Office Supplies,Storage,Customer_80,6,0.0,1310.1,74.34
ORD-1463,2024-07-20,South,Furniture,Bookcases,Customer_52,5,0.15,602.01,55.68
ORD-1464,2024-09-29,West,Office Supplies,Storage,Customer_127,4,0.1,1153.44,54.63
ORD-1465,2023-06-04,East,Office Supplies,Binders,Customer_60,9,0.2,563.62,79.18
ORD-1466,2024-10-13,East,Office Supplies,Binders,Customer_97,12,0.15,5022.07,440.47
ORD-1467,2023-04-17,West,Technology,Machines,Customer_108,8,0.0,752.96,99.16
ORD-1468,2023-05-26,North,Furniture,Chairs,Customer_60,9,0.3,119.76,10.09
ORD-1469,2024-12-18,North,Office Supplies,Binders,Customer_149,2,0.0,135.4,30.19
ORD-1470,2024-10-14,South,Furniture,Chairs,Customer_112,11,0.0,1587.19,343.24
ORD-1471,2023-08-31,North,Office Supplies,Storage,Customer_101,12,0.2,3160.32,439.04
ORD-1472,2023-11-22,South,Office Supplies,Paper,Customer_20,4,0.0,444.6,23.7
ORD-1473,2024-08-21,East,Furniture,Chairs,Customer_43,8,0.4,369.94,0.0
ORD-1474,2023-11-18,Unknown,Furniture,Bookcases,Customer_54,8,0.15,2979.83,325.47
ORD-1475,2024-04-19,North,Furniture,Chairs,Customer_41,11,0.15,2844.74,368.43
ORD-1476,2024-12-22,East,Furniture,Bookcases,Customer_38,2,0.1,172.67,42.19
ORD-1477,2023-12-31,South,Technology,Phones,Customer_77,5,0.0,1076.0,177.48
ORD-1478,2023-02-01,South,Office Supplies,Paper,Customer_25,8,0.0,2114.16,135.5
ORD-1479,2023-05-24,East,Furniture,Chairs,Customer_57,3,0.1,247.0,47.28
ORD-1480,2024-02-15,North,Technology,Phones,Customer_150,10,0.15,429.84,47.69
ORD-1481,2023-03-18,East,Furniture,Tables,Customer_114,3,0.0,390.66,65.16
ORD-1482,2023-12-06,East,Furniture,Furnishings,Customer_13,3,0.3,318.07,-26.49
ORD-1483,2024-02-09,South,Furniture,Furnishings,Customer_110,3,0.2,869.59,-18.14
ORD-1484,2023-08-08,West,Office Supplies,Storage,Customer_115,3,0.0,862.62,166.33
ORD-1485,2024-09-20,West,Technology,Accessories,Customer_128,7,0.4,1407.84,15.56
ORD-1486,2023-03-04,East,Office Supplies,Art,Customer_36,7,0.1,2324.45,80.15
ORD-1487,2024-10-20,West,Technology,Phones,Customer_98,12,0.2,242.69,-7.6
ORD-1488,2024-05-06,South,Office Supplies,Storage,Customer_100,5,0.0,1507.95,98.66
ORD-1489,2023-01-27,North,Technology,Machines,Customer_8,5,0.0,1266.1,290.0
ORD-1490,2024-04-28,North,Technology,Machines,Customer_41,2,0.1,312.8,62.96
ORD-1491,2024-11-03,West,Office Supplies,Binders,Customer_57,10,0.3,435.61,-72.95
ORD-1492,2023-12-30,West,Furniture,Tables,Customer_82,12,0.2,3521.38,136.09
ORD-1493,2024-08-28,East,Technology,Accessories,Customer_146,10,0.0,3473.2,626.73
ORD-1494,2024-07-30,West,Office Supplies,Storage,Customer_45,8,0.0,1045.92,309.31
ORD-1495,2023-04-03,East,Furniture,Tables,Customer_6,9,0.4,2169.23,-133.61
ORD-1496,2023-01-01,North,Technology,Machines,Customer_34,6,0.0,860.1,195.3
ORD-1497,2023-11-28,East,Furniture,Tables,Customer_37,2,0.2,299.01,-24.68
ORD-1498,2023-03-16,North,Technology,Copiers,Customer_26,6,0.15,2343.35,-67.85
ORD-1499,2023-11-27,West,Furniture,Furnishings,Customer_125,11,0.2,4185.46,99.62
ORD-1500,2023-06-28,North,Furniture,Tables,Customer_97,5,0.15,428.06,39.63
ORD-1501,2023-05-11,West,Technology,Phones,Customer_147,7,0.0,3064.18,826.31
ORD-1502,2023-07-06,North,Technology,Machines,Customer_145,2,0.4,486.25,-35.19
ORD-1503,2023-05-25,North,Technology,Phones,Customer_61,6,0.2,1676.26,242.65
ORD-1504,2023-06-21,East,Technology,Accessories,Customer_115,1,0.15,112.49,8.64
ORD-1505,2023-08-03,West,Technology,Phones,Customer_90,5,0.0,591.95,204.99
ORD-1506,2023-01-02,East,Office Supplies,Art,Customer_108,3,0.3,992.44,-176.82
ORD-1507,2024-05-19,South,Office Supplies,Art,Customer_26,8,0.1,2561.26,634.1
ORD-1508,2023-06-16,South,Furniture,Chairs,Customer_76,1,0.2,78.78,4.76
ORD-1509,2023-09-25,East,Furniture,Bookcases,Customer_44,7,0.0,3210.13,193.2
ORD-1510,2023-03-18,East,Office Supplies,Art,Customer_8,7,0.0,2462.18,342.75
ORD-1511,2024-09-13,South,Furniture,Chairs,Customer_26,6,0.1,2499.93,653.28
ORD-1512,2023-07-14,South,Technology,Accessories,Customer_73,5,0.1,2127.11,238.8
ORD-1513,2023-04-09,East,Office Supplies,Art,Customer_40,1,0.2,345.92,49.59
ORD-1514,2023-01-04,South,Furniture,Bookcases,Customer_123,4,0.0,665.44,198.75
ORD-1515,2023-01-27,West,Furniture,Bookcases,Customer_21,8,0.0,225.04,51.51
ORD-1516,2023-11-12,South,Office Supplies,Art,Customer_68,2,0.3,171.78,-26.42
ORD-1517,2023-07-09,North,Office Supplies,Storage,Customer_48,8,0.0,381.68,98.81
ORD-1518,2023-09-27,South,Office Supplies,Storage,Customer_58,5,0.0,882.7,236.06
ORD-1519,2023-06-04,East,Furniture,Bookcases,Customer_139,7,0.1,264.73,17.1
ORD-1520,2024-07-20,East,Office Supplies,Art,Customer_138,11,0.4,1810.71,-59.36
ORD-1521,2024-08-09,West,Office Supplies,Storage,Customer_21,7,0.0,1163.33,276.6
ORD-1522,2024-05-29,West,Furniture,Furnishings,Customer_45,3,0.1,1199.15,185.58
ORD-1523,2023-07-17,West,Furniture,Furnishings,Customer_21,11,0.3,955.96,-174.63
ORD-1524,2023-07-26,West,Technology,Accessories,Customer_82,12,0.0,5236.2,295.22
ORD-1525,2023-03-31,South,Technology,Copiers,Customer_142,6,0.15,2236.86,198.37
ORD-1526,2024-06-16,South,Furniture,Furnishings,Customer_29,7,0.0,3290.98,953.18
ORD-1527,2023-06-01,East,Furniture,Chairs,Customer_74,9,0.2,3592.73,-17.2
ORD-1528,2024-02-25,North,Office Supplies,Art,Customer_147,10,0.4,2315.52,-345.99
ORD-1529,2023-02-08,West,Office Supplies,Art,Customer_37,10,0.3,1715.98,-3.0
ORD-1530,2023-02-09,South,Office Supplies,Paper,Customer_13,12,0.4,3154.32,79.57
ORD-1531,2023-10-03,North,Furniture,Bookcases,Customer_78,5,0.15,1642.41,90.87
ORD-1532,2024-05-18,East,Furniture,Tables,Customer_77,12,0.4,1558.51,-75.94
ORD-1533,2023-11-25,North,Technology,Copiers,Customer_23,4,0.4,304.8,-72.19
ORD-1534,2023-08-05,South,Technology,Copiers,Customer_133,6,0.0,1102.56,150.14
ORD-1535,2024-06-11,West,Furniture,Bookcases,Customer_130,7,0.0,1086.33,130.45
ORD-1536,2024-06-20,East,Furniture,Tables,Customer_52,1,0.1,27.57,-0.68
ORD-1537,2023-02-03,South,Furniture,Bookcases,Customer_51,5,0.2,1975.92,36.22
ORD-1538,2024-04-20,Unknown,Technology,Phones,Customer_8,4,0.2,634.62,59.59
ORD-1539,2024-05-15,South,Furniture,Furnishings,Customer_142,6,0.2,561.31,98.22
ORD-1540,2023-06-17,North,Technology,Phones,Customer_73,1,0.3,276.72,-45.15
ORD-1541,2023-02-20,West,Technology,Machines,Customer_57,11,0.1,2124.64,496.6
ORD-1542,2024-11-24,West,Office Supplies,Art,Customer_132,1,0.0,472.92,89.96
ORD-1543,2024-04-30,West,Technology,Machines,Customer_3,4,0.15,1055.94,-21.0
ORD-1544,2024-09-14,North,Technology,Accessories,Customer_109,7,0.2,2775.75,-112.41
ORD-1545,2024-04-15,North,Furniture,Furnishings,Customer_78,11,0.3,3633.94,17.78
ORD-1546,2024-08-21,East,Furniture,Bookcases,Customer_144,11,0.15,2877.84,241.18
ORD-1547,2023-11-02,East,Office Supplies,Binders,Customer_87,5,0.2,492.12,-28.07
ORD-1548,2023-10-11,North,Technology,Accessories,Customer_49,3,0.1,318.71,8.26
ORD-1549,2023-02-28,South,Technology,Accessories,Customer_36,12,0.0,4704.0,729.3
ORD-1550,2024-11-02,South,Office Supplies,Storage,Customer_108,7,0.3,187.87,18.92
ORD-1551,2023-02-06,West,Office Supplies,Paper,Customer_137,11,0.4,2924.2,24.35
ORD-1552,2024-11-18,North,Technology,Accessories,Customer_44,11,0.0,5472.5,559.12
ORD-1553,2023-10-28,East,Office Supplies,Paper,Customer_67,12,0.0,2449.92,679.78
ORD-1554,2024-11-27,North,Technology,Phones,Customer_57,6,0.1,1895.67,30.65
ORD-1555,2023-11-11,South,Office Supplies,Storage,Customer_67,10,0.15,3482.96,-9.29
ORD-1556,2024-04-19,East,Office Supplies,Binders,Customer_150,10,0.0,1196.7,252.61
ORD-1557,2024-04-28,West,Technology,Phones,Customer_98,9,0.15,2299.13,239.17
ORD-1558,2024-02-28,East,Furniture,Tables,Customer_52,6,0.3,230.29,16.87
ORD-1559,2024-08-06,South,Furniture,Bookcases,Customer_47,2,0.4,168.17,-38.87
ORD-1560,2023-12-07,West,Office Supplies,Binders,Customer_2,8,0.15,3029.33,656.44
ORD-1561,2023-08-03,West,Technology,Machines,Customer_126,2,0.0,864.88,253.28
ORD-1562,2024-09-21,South,Technology,Copiers,Customer_104,7,0.4,1390.49,-145.64
ORD-1563,2024-01-28,East,Furniture,Tables,Customer_96,1,0.2,42.1,0.53
ORD-1564,2024-06-27,West,Furniture,Chairs,Customer_64,4,0.2,616.38,-19.77
ORD-1565,2023-11-16,West,Furniture,Furnishings,Customer_129,10,0.15,3098.08,244.01
ORD-1566,2023-06-21,East,Furniture,Bookcases,Customer_75,8,0.2,318.14,-13.98
ORD-1567,2024-03-20,West,Office Supplies,Art,Customer_92,4,0.0,1379.2,100.46
ORD-1568,2024-02-18,East,Furniture,Tables,Customer_34,4,0.0,1708.36,339.18
ORD-1569,2024-08-26,West,Furniture,Bookcases,Customer_10,7,0.15,1460.67,157.35
ORD-1570,2024-07-01,East,Technology,Phones,Customer_28,11,0.0,4554.99,703.03
ORD-1571,2023-02-19,East,Office Supplies,Art,Customer_98,2,0.15,581.79,58.02
ORD-1572,2024-04-30,West,Furniture,Chairs,Customer_78,7,0.0,985.88,137.75
ORD-1573,2024-11-09,North,Technology,Machines,Customer_108,2,0.0,801.48,198.39
ORD-1574,2023-10-17,East,Furniture,Furnishings,Customer_51,10,0.1,3841.11,884.18
ORD-1575,2023-09-27,West,Office Supplies,Art,Customer_76,3,0.0,1071.3,322.57
ORD-1576,2024-07-15,South,Furniture,Furnishings,Customer_85,4,0.0,1407.04,357.45
ORD-1577,2023-01-14,East,Furniture,Furnishings,Customer_39,2,0.0,626.24,172.73
ORD-1578,2023-04-14,North,Technology,Machines,Customer_117,5,0.15,372.81,72.42
ORD-1579,2024-04-20,East,Furniture,Tables,Customer_11,5,0.2,1748.8,-177.02
ORD-1580,2024-11-24,North,Office Supplies,Binders,Customer_25,1,0.0,414.65,36.76
ORD-1581,2023-05-22,West,Office Supplies,Storage,Customer_113,10,0.15,1480.79,226.64
ORD-1582,2023-04-06,North,Office Supplies,Paper,Customer_30,7,0.3,434.97,24.09
ORD-1583,2024-04-12,North,Office Supplies,Art,Customer_108,11,0.0,4595.25,929.34
ORD-1584,2023-04-26,West,Technology,Phones,Customer_41,2,0.3,18.38,-1.91
ORD-1585,2024-08-27,South,Technology,Copiers,Customer_47,10,0.3,2186.03,228.13
ORD-1586,2024-01-03,Unknown,Technology,Machines,Customer_124,8,0.0,2556.72,327.11
ORD-1587,2024-02-26,South,Furniture,Chairs,Customer_67,11,0.2,2821.81,146.72
ORD-1588,2023-01-13,West,Technology,Accessories,Customer_133,9,0.0,3529.08,289.72
ORD-1589,2024-03-19,West,Office Supplies,Storage,Customer_99,3,0.0,1148.7,243.96
ORD-1590,2023-01-12,West,Technology,Copiers,Customer_127,3,0.0,1445.61,220.54
ORD-1591,2024-05-18,North,Furniture,Bookcases,Customer_72,1,0.1,287.98,71.88
ORD-1592,2024-07-17,South,Office Supplies,Paper,Customer_21,8,0.4,289.1,3.23
ORD-1593,2024-08-09,South,Furniture,Furnishings,Customer_115,6,0.0,2082.36,146.5
ORD-1594,2024-05-24,East,Furniture,Furnishings,Customer_106,1,0.0,157.47,41.33
